vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
2,2025-02-01 8:04:00,-6.223716,106.825412,0,91.9,25000,1850.2,98,Kuningan City JAKARTA,PARKED,1029
7,2025-02-01 9:09:00,-6.205257,106.847214,0,84.8,38015,2201.2,88,JL Sudirman JAKARTA,PARKED,1028
4,2025-02-01 9:41:00,-6.189616,106.82633,0,92.4,51016,2951.9,83,Setiabudi JAKARTA,PARKED,1027
15,2025-02-01 12:05:00,-6.225124,106.796716,0,87.4,12072,804.1,62,Plaza Senayan JAKARTA,PARKED,1025
7,2025-02-01 12:57:00,-6.194535,106.824911,0,84.6,38015,2201.3,86,Setiabudi JAKARTA,PARKED,1028
7,2025-02-01 16:29:00,-6.21236,106.841995,0,84.5,38015,2201.6,84,JL Sudirman JAKARTA,PARKED,1028
2,2025-02-01 16:30:00,-6.230701,106.823542,45,91.6,25013,1850.5,96,Kuningan City JAKARTA,MOVING,1029
15,2025-02-01 16:34:00,-6.196386,106.819937,0,87.2,12072,804.2,61,Grand Indonesia JAKARTA,PARKED,1025
15,2025-02-01 17:32:00,-6.209646,106.843742,43,86.9,12085,804.6,56,JL Sudirman JAKARTA,MOVING,1025
4,2025-02-01 19:58:00,-6.189976,106.828106,0,92.3,51016,2952.2,82,Plaza Indonesia JAKARTA,PARKED,1027
4,2025-02-02 7:45:00,-6.245922,106.80331,0,92.2,51016,2952.4,80,Kebayoran Baru JAKARTA,PARKED,1027
2,2025-02-02 8:36:00,-6.248113,106.79727,0,91.4,25013,1850.8,95,Kebayoran Baru JAKARTA,PARKED,1029
4,2025-02-02 9:11:00,-6.197643,106.824645,0,92,51016,2952.5,79,Setiabudi JAKARTA,PARKED,1027
2,2025-02-02 9:45:00,-6.230985,106.824263,0,91.2,25013,1851,94,Kuningan City JAKARTA,PARKED,1029
7,2025-02-02 12:00:00,-6.213646,106.847373,0,84.3,38015,2201.8,82,JL Sudirman JAKARTA,PARKED,1028
7,2025-02-02 14:49:00,-6.223915,106.814183,0,84.1,38015,2202.1,81,Pacific Place JAKARTA,PARKED,1028
4,2025-02-02 15:13:00,-6.22837,106.808021,0,91.9,51016,2952.7,77,Pacific Place JAKARTA,PARKED,1027
2,2025-02-02 17:43:00,-6.224182,106.806434,0,91.1,25013,1851.1,92,Pacific Place JAKARTA,PARKED,1029
2,2025-02-02 18:00:00,-6.227181,106.812489,51,90.8,25028,1851.6,89,Pacific Place JAKARTA,MOVING,1029
4,2025-02-02 19:41:00,-6.1897,106.820331,0,86.9,51000,2950.2,98,Setiabudi JAKARTA,PARKED,1030
4,2025-02-02 19:55:00,-6.222859,106.812388,0,86.8,51000,2950.3,97,Pacific Place JAKARTA,PARKED,1030
4,2025-02-02 20:17:00,-6.207153,106.848295,0,86.6,51000,2950.6,96,JL Sudirman JAKARTA,PARKED,1030
2,2025-02-03 7:34:00,-6.225231,106.796822,42,90.4,25041,1852,86,Plaza Senayan JAKARTA,MOVING,1029
7,2025-02-03 8:37:00,-6.198154,106.826386,0,83.9,38015,2202.2,80,Plaza Indonesia JAKARTA,PARKED,1028
7,2025-02-03 9:11:00,-6.226715,106.821664,0,83.8,38015,2202.4,79,Kuningan City JAKARTA,PARKED,1028
7,2025-02-03 9:51:00,-6.224949,106.830139,76,94.7,38013,2200.5,95,Kuningan City JAKARTA,MOVING,1031
7,2025-02-03 10:42:00,-6.240194,106.798097,0,83.7,38015,2202.6,77,Kebayoran Baru JAKARTA,PARKED,1028
4,2025-02-03 15:05:00,-6.208408,106.844921,0,86.4,51000,2950.9,95,JL Sudirman JAKARTA,PARKED,1030
7,2025-02-03 16:05:00,-6.21336,106.843641,0,94.6,38013,2200.7,93,JL Sudirman JAKARTA,PARKED,1031
2,2025-02-03 16:28:00,-6.222914,106.825464,0,90.3,25041,1852.1,85,Kuningan City JAKARTA,PARKED,1029
7,2025-02-03 17:39:00,-6.20898,106.84887,68,94.4,38024,2201.2,89,JL Sudirman JAKARTA,MOVING,1031
7,2025-02-03 19:50:00,-6.198337,106.824433,41,94.2,38036,2201.6,86,Plaza Indonesia JAKARTA,MOVING,1031
4,2025-02-03 20:53:00,-6.231179,106.825615,0,86.3,51000,2951.1,93,Kuningan City JAKARTA,PARKED,1030
7,2025-02-04 7:23:00,-6.192692,106.821889,42,93.9,38043,2201.9,83,Setiabudi JAKARTA,MOVING,1031
9,2025-02-04 7:44:00,-6.228896,106.830074,0,97.8,71000,4000.1,99,Kuningan City JAKARTA,PARKED,1032
9,2025-02-04 8:29:00,-6.224432,106.8214,0,97.6,71000,4000.4,98,Kuningan City JAKARTA,PARKED,1032
9,2025-02-04 9:28:00,-6.199447,106.824504,0,97.4,71000,4000.6,96,Grand Indonesia JAKARTA,PARKED,1032
9,2025-02-04 10:52:00,-6.230843,106.799048,0,97.2,71000,4000.8,95,Plaza Senayan JAKARTA,PARKED,1032
4,2025-02-04 11:10:00,-6.193195,106.824004,0,86.1,51000,2951.4,92,Grand Indonesia JAKARTA,PARKED,1030
7,2025-02-04 13:22:00,-6.227514,106.823749,49,93.7,38054,2202.1,80,Kuningan City JAKARTA,MOVING,1031
7,2025-02-04 13:31:00,-6.2102,106.8484,0,83.5,38015,2202.8,75,JL Sudirman JAKARTA,PARKED,1028
7,2025-02-04 15:54:00,-6.227884,106.79437,48,93.4,38069,2202.6,76,Plaza Senayan JAKARTA,MOVING,1031
4,2025-02-04 17:08:00,-6.245757,106.802868,66,85.7,51009,2951.9,88,Kebayoran Baru JAKARTA,MOVING,1030
7,2025-02-04 18:29:00,-6.226494,106.801942,0,93.2,38069,2202.8,75,Plaza Senayan JAKARTA,PARKED,1031
7,2025-02-04 19:47:00,-6.191786,106.822754,0,83.3,38015,2202.9,73,Setiabudi JAKARTA,PARKED,1028
7,2025-02-04 20:33:00,-6.198779,106.817355,45,82.9,38027,2203.1,69,Grand Indonesia JAKARTA,MOVING,1028
9,2025-02-05 7:01:00,-6.194924,106.817301,0,97,71000,4001.1,93,Grand Indonesia JAKARTA,PARKED,1032
10,2025-02-05 7:39:00,-6.192111,106.827452,0,93.8,48000,2650.3,98,Plaza Indonesia JAKARTA,PARKED,1033
9,2025-02-05 11:11:00,-6.188834,106.821452,79,96.7,71007,4001.5,91,Setiabudi JAKARTA,MOVING,1032
10,2025-02-05 11:29:00,-6.192131,106.82339,55,93.4,48007,2650.6,96,Plaza Indonesia JAKARTA,MOVING,1033
9,2025-02-05 14:23:00,-6.190198,106.822481,0,96.5,71007,4001.6,89,Plaza Indonesia JAKARTA,PARKED,1032
4,2025-02-05 15:10:00,-6.197717,106.821898,43,85.4,51024,2952.1,84,Plaza Indonesia JAKARTA,MOVING,1030
10,2025-02-05 15:11:00,-6.230007,106.830176,0,93.3,48007,2650.8,95,Kuningan City JAKARTA,PARKED,1033
7,2025-02-05 15:48:00,-6.903584,107.62284,41,82.5,38032,2203.5,67,Gedung Sate BANDUNG,MOVING,1028
7,2025-02-05 17:48:00,-6.903849,107.619419,0,82.4,38032,2203.7,66,Gedung Sate BANDUNG,PARKED,1028
4,2025-02-05 18:35:00,-6.207946,106.847839,40,85.1,51031,2952.3,79,JL Sudirman JAKARTA,MOVING,1030
4,2025-02-05 19:11:00,-6.21272,106.850563,0,84.9,51031,2952.6,77,JL Sudirman JAKARTA,PARKED,1030
9,2025-02-05 19:52:00,-6.247362,106.802129,0,96.4,71007,4001.8,88,Kebayoran Baru JAKARTA,PARKED,1032
10,2025-02-05 20:09:00,-6.212329,106.849383,0,93.2,48007,2651.1,94,JL Sudirman JAKARTA,PARKED,1033
9,2025-02-06 7:59:00,-6.194959,106.823385,77,96.2,71017,4002.1,83,Plaza Indonesia JAKARTA,MOVING,1032
4,2025-02-06 8:44:00,-6.224702,106.802852,0,84.7,51031,2952.8,75,Plaza Senayan JAKARTA,PARKED,1030
12,2025-02-06 9:07:00,-6.224163,106.797913,71,97.7,31009,1750.3,95,Plaza Senayan JAKARTA,MOVING,1034
10,2025-02-06 11:27:00,-6.24608,106.803177,80,92.9,48014,2651.5,91,Kebayoran Baru JAKARTA,MOVING,1033
12,2025-02-06 12:27:00,-6.211521,106.841241,0,97.6,31009,1750.6,94,JL Sudirman JAKARTA,PARKED,1034
9,2025-02-06 12:34:00,-6.242437,106.802078,0,96.1,71017,4002.3,82,Kebayoran Baru JAKARTA,PARKED,1032
10,2025-02-06 12:58:00,-6.226539,106.824838,51,92.6,48026,2651.7,87,Kuningan City JAKARTA,MOVING,1033
9,2025-02-06 13:08:00,-6.192895,106.825985,0,95.9,71017,4002.6,81,Plaza Indonesia JAKARTA,PARKED,1032
10,2025-02-06 14:47:00,-6.219338,106.804457,0,92.5,48026,2652,85,Pacific Place JAKARTA,PARKED,1033
10,2025-02-06 16:51:00,-6.206607,106.848266,0,92.4,48026,2652.2,83,JL Sudirman JAKARTA,PARKED,1033
4,2025-02-06 20:49:00,-6.228878,106.82374,0,84.5,51031,2953,74,Kuningan City JAKARTA,PARKED,1030
9,2025-02-07 7:04:00,-6.22478,106.797302,0,95.7,71017,4002.9,79,Plaza Senayan JAKARTA,PARKED,1032
4,2025-02-07 7:48:00,-6.219897,106.806713,0,84.3,51031,2953.2,73,Pacific Place JAKARTA,PARKED,1030
10,2025-02-07 8:10:00,-6.199871,106.82724,0,92.3,48026,2652.4,81,Grand Indonesia JAKARTA,PARKED,1033
9,2025-02-07 8:36:00,-6.189088,106.819234,0,95.5,71017,4003.2,77,Setiabudi JAKARTA,PARKED,1032
13,2025-02-07 10:38:00,-6.195916,106.825898,0,88.8,57000,3200.2,99,Setiabudi JAKARTA,PARKED,1035
10,2025-02-07 13:01:00,-6.240774,106.802702,79,92.1,48040,2652.6,76,Kebayoran Baru JAKARTA,MOVING,1033
12,2025-02-07 13:54:00,-6.227258,106.82584,0,97.4,31009,1750.7,93,Kuningan City JAKARTA,PARKED,1034
9,2025-02-07 16:34:00,-6.190449,106.821241,0,95.4,71017,4003.4,76,Plaza Indonesia JAKARTA,PARKED,1032
4,2025-02-07 17:29:00,-6.222446,106.807503,42,84.1,51041,2953.4,68,Pacific Place JAKARTA,MOVING,1030
13,2025-02-07 17:56:00,-6.22299,106.812393,45,88.5,57005,3200.6,96,Pacific Place JAKARTA,MOVING,1035
9,2025-02-07 19:45:00,-6.21268,106.840633,0,95.2,71017,4003.5,74,JL Sudirman JAKARTA,PARKED,1032
10,2025-02-07 20:05:00,-6.221246,106.805761,0,92,48040,2652.7,74,Pacific Place JAKARTA,PARKED,1033
12,2025-02-07 20:48:00,-6.194556,106.821902,0,97.2,31009,1751,91,Plaza Indonesia JAKARTA,PARKED,1034
13,2025-02-08 7:31:00,-6.197032,106.827397,0,88.4,57005,3200.9,95,Plaza Indonesia JAKARTA,PARKED,1035
12,2025-02-08 8:42:00,-6.189662,106.825882,71,97,31015,1751.5,87,Plaza Indonesia JAKARTA,MOVING,1034
13,2025-02-08 9:43:00,-6.230133,106.802289,0,88.2,57005,3201.1,94,Plaza Senayan JAKARTA,PARKED,1035
10,2025-02-08 9:47:00,-6.886691,107.604015,79,91.8,48049,2652.9,70,Cihampelas Walk BANDUNG,MOVING,1033
9,2025-02-08 9:48:00,-6.189562,106.821379,0,95.1,71017,4003.8,73,Plaza Indonesia JAKARTA,PARKED,1032
13,2025-02-08 11:15:00,-6.21039,106.846901,0,88.1,57005,3201.4,92,JL Sudirman JAKARTA,PARKED,1035
12,2025-02-08 13:29:00,-6.226513,106.798188,0,96.9,31015,1751.7,86,Plaza Senayan JAKARTA,PARKED,1034
9,2025-02-08 14:27:00,-6.192936,106.825568,45,94.8,71029,4004.5,69,Setiabudi JAKARTA,MOVING,1032
9,2025-02-08 14:56:00,-6.195833,106.820554,0,95,71017,4004.1,72,Setiabudi JAKARTA,PARKED,1032
9,2025-02-08 15:02:00,-6.221226,106.810858,52,94.5,71041,4004.9,64,Pacific Place JAKARTA,MOVING,1032
