vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
12,2025-06-01 7:09:00,-6.203834,106.844377,76,91,31036,1752.6,74,JL Sudirman JAKARTA,MOVING,1146
1,2025-06-01 8:20:00,-6.205459,106.841361,0,87.1,45018,3201,94,JL Sudirman JAKARTA,PARKED,1148
10,2025-06-01 8:47:00,-7.260934,112.756092,0,90.4,48047,2653.6,70,Surabaya Plaza SURABAYA,PARKED,1145
9,2025-06-01 10:19:00,-7.261448,112.73836,0,88.2,71071,4004.2,60,Grand City SURABAYA,PARKED,1144
13,2025-06-01 10:28:00,-6.199579,106.822216,0,90.5,57042,3201.9,86,Grand Indonesia JAKARTA,PARKED,1147
12,2025-06-01 10:40:00,-6.198994,106.824608,75,90.7,31047,1752.9,72,Grand Indonesia JAKARTA,MOVING,1146
13,2025-06-01 10:41:00,-6.195564,106.824856,0,90.4,57042,3202.1,85,Plaza Indonesia JAKARTA,PARKED,1147
13,2025-06-01 11:08:00,-6.19653,106.826553,0,90.3,57042,3202.4,83,Setiabudi JAKARTA,PARKED,1147
9,2025-06-01 12:16:00,-7.253093,112.754742,0,88,71071,4004.3,59,Surabaya Plaza SURABAYA,PARKED,1144
1,2025-06-01 12:57:00,-6.226866,106.80268,0,86.9,45018,3201.2,93,Plaza Senayan JAKARTA,PARKED,1148
12,2025-06-01 13:22:00,-6.209765,106.848405,0,90.6,31047,1753.1,71,JL Sudirman JAKARTA,PARKED,1146
10,2025-06-01 13:29:00,-7.291312,112.733297,0,90.3,48047,2653.8,69,BG Junction SURABAYA,PARKED,1145
12,2025-06-01 15:58:00,-6.227217,106.826465,57,97.8,31012,1750.2,97,Kuningan City JAKARTA,MOVING,1149
12,2025-06-01 18:07:00,-6.195861,106.820948,76,90.4,31052,1753.6,67,Plaza Indonesia JAKARTA,MOVING,1146
10,2025-06-01 18:27:00,-7.284162,112.730625,61,89.9,48062,2654,66,TP Surabaya SURABAYA,MOVING,1145
13,2025-06-01 18:54:00,-6.224204,106.829284,0,90.1,57042,3202.5,81,Kuningan City JAKARTA,PARKED,1147
1,2025-06-01 18:57:00,-6.240496,106.798225,0,86.8,45018,3201.4,92,Kebayoran Baru JAKARTA,PARKED,1148
10,2025-06-01 19:08:00,-7.26451,112.743687,60,89.5,48075,2654.3,61,Grand City SURABAYA,MOVING,1145
9,2025-06-01 20:13:00,-7.257055,112.74881,40,87.7,71077,4004.7,55,JL Tunjungan SURABAYA,MOVING,1144
12,2025-06-01 20:46:00,-6.209441,106.843842,0,97.7,31012,1750.5,95,JL Sudirman JAKARTA,PARKED,1149
