vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
14,2025-04-01 7:43:00,-6.192864,106.827722,0,86.1,29011,1601.3,89,Setiabudi JAKARTA,PARKED,1086
15,2025-04-01 7:54:00,-6.226372,106.800704,42,86,12026,801.4,86,Plaza Senayan JAKARTA,MOVING,1087
5,2025-04-01 9:18:00,-6.905172,107.622719,0,94.6,16086,1003.4,65,Gedung Sate BANDUNG,PARKED,1083
15,2025-04-01 9:19:00,-6.227747,106.826346,0,85.9,12026,801.6,85,Kuningan City JAKARTA,PARKED,1087
11,2025-04-01 10:32:00,-6.245495,106.804236,0,94.9,89039,4502.1,76,Kebayoran Baru JAKARTA,PARKED,1085
5,2025-04-01 10:53:00,-6.893173,107.612739,0,94.5,16086,1003.7,64,Cihampelas Walk BANDUNG,PARKED,1083
7,2025-04-01 10:56:00,-6.24592,106.80369,0,95.9,38000,2200.2,99,Kebayoran Baru JAKARTA,PARKED,1088
7,2025-04-01 11:13:00,-6.197672,106.822852,0,95.8,38000,2200.3,98,Plaza Indonesia JAKARTA,PARKED,1088
15,2025-04-01 11:37:00,-6.191805,106.821054,73,85.7,12039,801.9,82,Grand Indonesia JAKARTA,MOVING,1087
14,2025-04-01 11:56:00,-6.205623,106.844558,58,85.8,29021,1601.6,85,JL Sudirman JAKARTA,MOVING,1086
7,2025-04-01 12:23:00,-6.194141,106.8195,79,95.4,38014,2200.8,96,Setiabudi JAKARTA,MOVING,1088
8,2025-04-01 12:54:00,-6.230705,106.796427,0,84.9,32056,1904,69,Plaza Senayan JAKARTA,PARKED,1084
5,2025-04-01 14:25:00,-6.9049,107.597109,0,94.3,16086,1003.9,62,JL Pasteur BANDUNG,PARKED,1083
11,2025-04-01 14:46:00,-6.226475,106.827282,63,94.6,89044,4502.4,72,Kuningan City JAKARTA,MOVING,1085
7,2025-04-01 15:56:00,-6.189121,106.819565,0,95.3,38014,2201.1,94,Setiabudi JAKARTA,PARKED,1088
8,2025-04-01 17:29:00,-6.225563,106.820941,0,84.7,32056,1904.2,68,Kuningan City JAKARTA,PARKED,1084
8,2025-04-01 17:51:00,-6.226965,106.80162,0,84.6,32056,1904.4,67,Plaza Senayan JAKARTA,PARKED,1084
9,2025-04-02 8:31:00,-6.222137,106.811288,60,97.7,71015,4000.2,97,Pacific Place JAKARTA,MOVING,1089
11,2025-04-02 8:44:00,-6.197836,106.827854,0,94.4,89044,4502.6,71,Plaza Indonesia JAKARTA,PARKED,1085
7,2025-04-02 9:22:00,-6.227731,106.808578,54,95.1,38024,2201.5,90,Pacific Place JAKARTA,MOVING,1088
14,2025-04-02 10:28:00,-6.212694,106.845185,0,85.6,29021,1601.8,83,JL Sudirman JAKARTA,PARKED,1086
11,2025-04-02 11:35:00,-6.221551,106.810131,0,94.2,89044,4502.7,69,Pacific Place JAKARTA,PARKED,1085
14,2025-04-02 11:53:00,-6.248722,106.797432,0,85.4,29021,1602,81,Kebayoran Baru JAKARTA,PARKED,1086
