vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
10,2025-10-01 7:07:00,-6.194619,106.821096,54,86.8,48011,2650.5,97,Setiabudi JAKARTA,MOVING,1271
13,2025-10-01 7:37:00,-7.260328,112.756448,48,84.5,57081,3203,72,JL Tunjungan SURABAYA,MOVING,1268
12,2025-10-01 7:42:00,-6.240867,106.803861,49,83.8,31068,1754.4,67,Kebayoran Baru JAKARTA,MOVING,1267
3,2025-10-01 8:29:00,-6.211509,106.844896,0,92,42023,2801.5,87,JL Sudirman JAKARTA,PARKED,1270
13,2025-10-01 9:43:00,-7.286921,112.730361,55,84.2,57091,3203.4,67,BG Junction SURABAYA,MOVING,1268
12,2025-10-01 9:56:00,-6.196815,106.823384,63,83.4,31083,1754.6,62,Setiabudi JAKARTA,MOVING,1267
10,2025-10-01 11:34:00,-6.19862,106.82092,66,86.5,48019,2650.7,92,Plaza Indonesia JAKARTA,MOVING,1271
10,2025-10-01 12:35:00,-6.22762,106.826608,0,92.4,48027,2653.1,75,Kuningan City JAKARTA,PARKED,1266
1,2025-10-01 13:19:00,-6.227502,106.823541,0,96.9,45019,3201.4,91,Kuningan City JAKARTA,PARKED,1269
3,2025-10-01 14:14:00,-7.256006,112.751614,57,91.7,42033,2801.9,85,Surabaya Plaza SURABAYA,MOVING,1270
1,2025-10-01 16:55:00,-6.221169,106.814134,44,96.6,45026,3201.7,86,Pacific Place JAKARTA,MOVING,1269
10,2025-10-01 17:00:00,-6.222708,106.801858,0,92.2,48027,2653.4,73,Plaza Senayan JAKARTA,PARKED,1266
10,2025-10-01 17:01:00,-6.228764,106.810463,68,86.2,48031,2651,89,Pacific Place JAKARTA,MOVING,1271
10,2025-10-01 18:20:00,-6.231102,106.798594,0,86.1,48031,2651.3,87,Plaza Senayan JAKARTA,PARKED,1271
10,2025-10-01 18:44:00,-6.20688,106.845049,0,92,48027,2653.6,71,JL Sudirman JAKARTA,PARKED,1266
10,2025-10-01 20:08:00,-6.223863,106.811604,69,91.8,48041,2654,68,Pacific Place JAKARTA,MOVING,1266
3,2025-10-01 20:39:00,-7.258505,112.74886,0,91.6,42033,2802.2,84,Surabaya Plaza SURABAYA,PARKED,1270
12,2025-10-02 7:06:00,-6.228991,106.795185,71,83.2,31093,1754.9,60,Plaza Senayan JAKARTA,MOVING,1267
10,2025-10-02 7:24:00,-6.246033,106.804304,0,85.9,48031,2651.5,85,Kebayoran Baru JAKARTA,PARKED,1271
12,2025-10-02 8:13:00,-6.245275,106.797695,0,86.9,31000,1750.2,99,Kebayoran Baru JAKARTA,PARKED,1272
10,2025-10-02 10:00:00,-6.194121,106.824892,56,85.7,48040,2651.9,83,Grand Indonesia JAKARTA,MOVING,1271
3,2025-10-02 10:49:00,-7.287299,112.738424,62,91.3,42047,2802.6,79,Pakuwon Mall SURABAYA,MOVING,1270
12,2025-10-02 10:53:00,-6.189593,106.818257,0,86.8,31000,1750.4,97,Setiabudi JAKARTA,PARKED,1272
13,2025-10-02 10:58:00,-7.28653,112.733504,0,84,57091,3203.6,66,TP Surabaya SURABAYA,PARKED,1268
13,2025-10-02 11:31:00,-7.292121,112.734648,0,83.8,57091,3203.9,65,BG Junction SURABAYA,PARKED,1268
12,2025-10-02 12:40:00,-6.923473,107.635823,54,86.5,31012,1750.8,94,Trans Studio Mall BANDUNG,MOVING,1272
13,2025-10-02 14:09:00,-7.286268,112.733184,0,83.6,57091,3204.1,64,BG Junction SURABAYA,PARKED,1268
3,2025-10-02 15:16:00,-7.290555,112.73915,0,91.1,42047,2802.7,78,Pakuwon Mall SURABAYA,PARKED,1270
3,2025-10-02 16:00:00,-7.242898,112.752602,0,91,42047,2802.9,77,Pasar Atom SURABAYA,PARKED,1270
13,2025-10-02 17:37:00,-7.251826,112.75061,69,83.2,57100,3204.3,62,Pasar Atom SURABAYA,MOVING,1268
1,2025-10-02 17:42:00,-6.225342,106.799185,0,96.4,45026,3201.9,85,Plaza Senayan JAKARTA,PARKED,1269
12,2025-10-02 18:31:00,-6.213268,106.84678,59,82.9,31098,1755.3,56,JL Sudirman JAKARTA,MOVING,1267
1,2025-10-02 19:30:00,-6.227553,106.811502,0,96.2,45026,3202.1,83,Pacific Place JAKARTA,PARKED,1269
10,2025-10-02 19:35:00,-6.227456,106.829821,62,85.5,48047,2652.3,80,Kuningan City JAKARTA,MOVING,1271
1,2025-10-03 7:24:00,-6.205665,106.844317,0,96,45026,3202.4,82,JL Sudirman JAKARTA,PARKED,1269
12,2025-10-03 8:36:00,-6.878193,107.581872,58,86.2,31020,1751.2,91,Paris Van Java BANDUNG,MOVING,1272
1,2025-10-03 8:45:00,-6.19837,106.817554,0,95.9,45026,3202.7,81,Grand Indonesia JAKARTA,PARKED,1269
1,2025-10-03 9:18:00,-6.226588,106.805992,0,95.7,45026,3202.9,79,Pacific Place JAKARTA,PARKED,1269
13,2025-10-03 9:18:00,-6.244357,106.801002,0,87.9,57000,3200.3,99,Kebayoran Baru JAKARTA,PARKED,1273
10,2025-10-03 9:55:00,-6.227497,106.830457,0,85.3,48047,2652.6,79,Kuningan City JAKARTA,PARKED,1271
13,2025-10-03 10:58:00,-7.288628,112.733047,42,83,57115,3204.7,60,TP Surabaya SURABAYA,MOVING,1268
1,2025-10-03 11:20:00,-6.192057,106.820508,0,95.6,45026,3203.2,78,Setiabudi JAKARTA,PARKED,1269
13,2025-10-03 13:08:00,-7.261283,112.750783,0,82.6,57124,3205.3,56,JL Tunjungan SURABAYA,PARKED,1268
10,2025-10-03 13:11:00,-6.194824,106.819168,75,85.1,48052,2653,77,Plaza Indonesia JAKARTA,MOVING,1271
3,2025-10-03 13:50:00,-7.289525,112.754332,0,90.8,42047,2803.1,76,JL Darmo SURABAYA,PARKED,1270
13,2025-10-03 13:59:00,-7.247144,112.754402,53,82.8,57124,3205.1,57,Pasar Atom SURABAYA,MOVING,1268
13,2025-10-03 14:19:00,-6.232479,106.822279,0,87.7,57000,3200.5,97,Kuningan City JAKARTA,PARKED,1273
3,2025-10-03 15:34:00,-7.295491,112.737924,51,90.6,42061,2803.4,73,Pakuwon Mall SURABAYA,MOVING,1270
12,2025-10-03 16:01:00,-6.922991,107.640787,0,86.1,31020,1751.4,90,Trans Studio Mall BANDUNG,PARKED,1272
13,2025-10-03 18:57:00,-6.189192,106.820248,52,87.5,57015,3200.7,93,Setiabudi JAKARTA,MOVING,1273
13,2025-10-03 19:20:00,-6.248239,106.798295,0,87.3,57015,3200.9,91,Kebayoran Baru JAKARTA,PARKED,1273
10,2025-10-03 20:22:00,-6.193168,106.825987,0,84.7,48052,2653.5,75,Plaza Indonesia JAKARTA,PARKED,1271
10,2025-10-03 20:43:00,-6.197432,106.827327,0,84.9,48052,2653.3,76,Setiabudi JAKARTA,PARKED,1271
13,2025-10-03 20:52:00,-7.288703,112.738449,0,82.4,57124,3205.4,55,BG Junction SURABAYA,PARKED,1268
12,2025-10-04 7:30:00,-6.919116,107.612087,0,85.9,31020,1751.6,89,Braga Street BANDUNG,PARKED,1272
1,2025-10-04 7:31:00,-7.290179,112.729826,68,97.6,45013,3200.4,96,BG Junction SURABAYA,MOVING,1274
1,2025-10-04 8:54:00,-6.240479,106.800569,76,95.4,45038,3203.5,76,Kebayoran Baru JAKARTA,MOVING,1269
13,2025-10-04 9:12:00,-6.246373,106.796904,0,87.1,57015,3201,89,Kebayoran Baru JAKARTA,PARKED,1273
12,2025-10-04 9:52:00,-6.916345,107.612773,0,85.7,31020,1751.9,88,JL Asia Afrika BANDUNG,PARKED,1272
3,2025-10-04 10:32:00,-6.196813,106.826193,52,90.3,42069,2803.7,71,Grand Indonesia JAKARTA,MOVING,1270
3,2025-10-04 11:45:00,-6.222789,106.821007,70,90.1,42083,2804.1,67,Kuningan City JAKARTA,MOVING,1270
12,2025-10-04 13:36:00,-6.224006,106.806975,48,85.5,31032,1752.3,83,Pacific Place JAKARTA,MOVING,1272
13,2025-10-04 13:49:00,-6.905752,107.587941,73,86.8,57025,3201.4,85,JL Pasteur BANDUNG,MOVING,1273
