vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
1,2025-01-02 11:27:00,-6.205634,106.848269,50,91.8,45005,3200.5,97,JL Sudirman JAKARTA,MOVING,1001
1,2025-01-02 12:24:00,-6.194046,106.823981,65,91.5,45015,3200.7,94,Plaza Indonesia JAKARTA,MOVING,1001
1,2025-01-02 19:01:00,-6.225496,106.798679,0,91.3,45015,3201,93,Plaza Senayan JAKARTA,PARKED,1001
3,2025-01-03 11:09:00,-6.232019,106.798887,0,84.8,42000,2800.1,99,Plaza Senayan JAKARTA,PARKED,1002
1,2025-01-03 12:17:00,-6.194054,106.825372,55,90.9,45029,3201.2,90,Setiabudi JAKARTA,MOVING,1001
1,2025-01-03 13:05:00,-6.205714,106.849686,0,90.8,45029,3201.4,89,JL Sudirman JAKARTA,PARKED,1001
3,2025-01-03 14:17:00,-6.246499,106.79862,0,84.7,42000,2800.2,97,Kebayoran Baru JAKARTA,PARKED,1002
1,2025-01-04 7:27:00,-6.249282,106.800539,0,90.7,45029,3201.6,87,Kebayoran Baru JAKARTA,PARKED,1001
3,2025-01-04 7:59:00,-6.207248,106.842946,0,84.5,42000,2800.3,95,JL Sudirman JAKARTA,PARKED,1002
3,2025-01-04 15:14:00,-6.208093,106.843512,0,84.4,42000,2800.4,93,JL Sudirman JAKARTA,PARKED,1002
1,2025-01-04 15:55:00,-6.245347,106.80114,0,90.5,45029,3201.8,86,Kebayoran Baru JAKARTA,PARKED,1001
1,2025-01-04 17:58:00,-6.205819,106.844823,55,90.2,45043,3202.2,82,JL Sudirman JAKARTA,MOVING,1001
7,2025-01-05 7:59:00,-6.195626,106.826125,0,94.9,38000,2200.1,99,Plaza Indonesia JAKARTA,PARKED,1003
3,2025-01-05 8:12:00,-6.22924,106.826297,75,84.1,42007,2800.8,90,Kuningan City JAKARTA,MOVING,1002
7,2025-01-05 9:48:00,-6.195839,106.825923,80,94.6,38008,2200.5,97,Grand Indonesia JAKARTA,MOVING,1003
7,2025-01-05 10:08:00,-6.242319,106.797381,0,94.4,38008,2200.7,95,Kebayoran Baru JAKARTA,PARKED,1003
3,2025-01-05 11:27:00,-6.200363,106.82649,0,83.9,42007,2801.1,89,Grand Indonesia JAKARTA,PARKED,1002
7,2025-01-05 13:37:00,-6.205261,106.842811,0,94.3,38008,2200.9,93,JL Sudirman JAKARTA,PARKED,1003
7,2025-01-06 7:05:00,-6.197456,106.82214,0,94.2,38008,2201,92,Grand Indonesia JAKARTA,PARKED,1003
2,2025-01-06 8:00:00,-6.225694,106.822446,78,84.6,25008,1850.5,95,Kuningan City JAKARTA,MOVING,1004
2,2025-01-06 8:03:00,-6.225495,106.806766,0,84.8,25000,1850.2,98,Pacific Place JAKARTA,PARKED,1004
3,2025-01-06 9:13:00,-6.193099,106.820104,0,83.8,42007,2801.4,87,Plaza Indonesia JAKARTA,PARKED,1002
