vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
15,2025-07-01 7:23:00,-6.245521,106.801728,0,89.9,12000,800.2,98,Kebayoran Baru JAKARTA,PARKED,1179
13,2025-07-01 8:57:00,-6.226523,106.798149,0,90.4,57005,3200.8,93,Plaza Senayan JAKARTA,PARKED,1178
12,2025-07-01 10:35:00,-6.220302,106.808407,0,91.2,31022,1752,80,Pacific Place JAKARTA,PARKED,1177
7,2025-07-01 11:07:00,-6.192513,106.825133,0,93.9,38088,2205,55,Grand Indonesia JAKARTA,PARKED,1174
9,2025-07-01 12:29:00,-6.226744,106.823992,46,93,71015,4003,77,Kuningan City JAKARTA,MOVING,1175
12,2025-07-01 13:14:00,-6.192323,106.819405,60,90.8,31031,1752.4,77,Setiabudi JAKARTA,MOVING,1177
12,2025-07-01 14:35:00,-6.224283,106.825387,78,90.5,31045,1752.7,75,Kuningan City JAKARTA,MOVING,1177
10,2025-07-01 16:06:00,-6.246795,106.802751,50,88.7,48046,2653.4,77,Kebayoran Baru JAKARTA,MOVING,1176
15,2025-07-01 16:24:00,-6.190269,106.823624,0,89.8,12000,800.4,97,Plaza Indonesia JAKARTA,PARKED,1179
15,2025-07-01 17:18:00,-6.230504,106.802186,0,89.7,12000,800.5,95,Plaza Senayan JAKARTA,PARKED,1179
13,2025-07-01 17:47:00,-6.228216,106.802052,67,90,57017,3201.1,88,Plaza Senayan JAKARTA,MOVING,1178
10,2025-07-01 18:02:00,-6.226223,106.802371,0,88.5,48046,2653.5,75,Plaza Senayan JAKARTA,PARKED,1176
12,2025-07-01 18:07:00,-6.206962,106.845278,68,90.2,31052,1753,72,JL Sudirman JAKARTA,MOVING,1177
7,2025-07-01 18:28:00,-6.212325,106.846901,56,93.7,38096,2205.2,50,JL Sudirman JAKARTA,MOVING,1174
15,2025-07-01 18:59:00,-6.243047,106.798298,0,89.5,12000,800.7,94,Kebayoran Baru JAKARTA,PARKED,1179
9,2025-07-01 20:49:00,-6.230428,106.799982,0,92.8,71015,4003.3,76,Plaza Senayan JAKARTA,PARKED,1175
10,2025-07-02 9:18:00,-6.192267,106.823247,0,88.3,48046,2653.7,73,Grand Indonesia JAKARTA,PARKED,1176
12,2025-07-02 11:50:00,-6.209751,106.84888,51,90,31067,1753.4,68,JL Sudirman JAKARTA,MOVING,1177
9,2025-07-02 12:27:00,-6.19637,106.824722,0,92.6,71015,4003.5,74,Grand Indonesia JAKARTA,PARKED,1175
13,2025-07-02 12:30:00,-6.231516,106.828757,0,89.9,57017,3201.3,86,Kuningan City JAKARTA,PARKED,1178
13,2025-07-02 13:07:00,-6.231015,106.821778,0,89.7,57017,3201.5,85,Kuningan City JAKARTA,PARKED,1178
12,2025-07-02 13:37:00,-6.223323,106.811492,58,89.7,31073,1753.6,66,Pacific Place JAKARTA,MOVING,1177
12,2025-07-02 15:05:00,-6.211812,106.845403,55,89.4,31085,1753.9,61,JL Sudirman JAKARTA,MOVING,1177
15,2025-07-02 16:46:00,-6.224736,106.824216,63,89.3,12008,801.1,91,Kuningan City JAKARTA,MOVING,1179
15,2025-07-02 17:05:00,-6.219814,106.804317,0,89.1,12008,801.4,90,Pacific Place JAKARTA,PARKED,1179
9,2025-07-02 17:11:00,-6.198383,106.824663,0,92.4,71015,4003.7,73,Plaza Indonesia JAKARTA,PARKED,1175
2,2025-07-02 17:12:00,-6.189205,106.821598,0,88.8,25000,1850.2,99,Setiabudi JAKARTA,PARKED,1180
9,2025-07-02 17:49:00,-6.197293,106.821611,0,92.3,71015,4003.8,72,Setiabudi JAKARTA,PARKED,1175
13,2025-07-02 18:07:00,-6.231068,106.828711,0,89.5,57017,3201.7,84,Kuningan City JAKARTA,PARKED,1178
2,2025-07-02 19:21:00,-6.212393,106.844611,0,88.6,25000,1850.4,98,JL Sudirman JAKARTA,PARKED,1180
10,2025-07-02 19:33:00,-6.190747,106.823227,68,87.9,48058,2653.9,69,Grand Indonesia JAKARTA,MOVING,1176
13,2025-07-03 7:26:00,-6.196183,106.824606,0,89.1,57029,3202.4,80,Setiabudi JAKARTA,PARKED,1178
13,2025-07-03 7:34:00,-6.197539,106.81948,63,89.3,57029,3202.2,81,Grand Indonesia JAKARTA,MOVING,1178
4,2025-07-03 8:08:00,-6.198376,106.820449,66,94.7,51005,2950.2,97,Setiabudi JAKARTA,MOVING,1181
12,2025-07-03 8:15:00,-6.222709,106.82616,0,89.3,31085,1754,60,Kuningan City JAKARTA,PARKED,1177
2,2025-07-03 9:21:00,-6.206515,106.84396,74,88.2,25007,1850.7,94,JL Sudirman JAKARTA,MOVING,1180
2,2025-07-03 10:52:00,-6.194665,106.821834,71,87.8,25022,1851.2,92,Grand Indonesia JAKARTA,MOVING,1180
13,2025-07-03 10:56:00,-6.229337,106.794341,0,89,57029,3202.6,79,Plaza Senayan JAKARTA,PARKED,1178
4,2025-07-03 10:57:00,-6.219281,106.811507,0,94.5,51005,2950.4,96,Pacific Place JAKARTA,PARKED,1181
12,2025-07-03 11:02:00,-6.241434,106.801982,64,89,31091,1754.3,58,Kebayoran Baru JAKARTA,MOVING,1177
