vehicle_id,timestamp,latitude,longitude,speed,battery_level,odometer,engine_hours,fuel_level,location_address,trip_status,rental_id
11,2025-03-01 8:38:00,-6.194409,106.827482,67,92.8,89006,4500.3,96,Setiabudi JAKARTA,MOVING,1057
8,2025-03-01 10:14:00,-7.282107,112.751934,66,87.6,32053,1904.3,68,JL Darmo SURABAYA,MOVING,1053
15,2025-03-01 10:57:00,-6.194586,106.826903,0,88.6,12000,800.7,95,Setiabudi JAKARTA,PARKED,1056
15,2025-03-01 10:59:00,-6.193595,106.826058,63,88.4,12013,801.1,93,Plaza Indonesia JAKARTA,MOVING,1056
15,2025-03-01 11:56:00,-6.189614,106.818453,51,88.2,12021,801.4,90,Plaza Indonesia JAKARTA,MOVING,1056
11,2025-03-01 12:30:00,-6.194475,106.822209,60,92.3,89034,4501,89,Setiabudi JAKARTA,MOVING,1057
11,2025-03-01 12:30:00,-6.192093,106.820252,74,92.5,89020,4500.7,92,Plaza Indonesia JAKARTA,MOVING,1057
14,2025-03-01 15:09:00,-6.226463,106.800376,0,90.5,29063,1602.7,75,Plaza Senayan JAKARTA,PARKED,1055
8,2025-03-01 15:28:00,-7.288713,112.754639,50,87.2,32068,1904.6,64,JL Darmo SURABAYA,MOVING,1053
14,2025-03-01 17:04:00,-6.2269,106.799909,0,90.4,29063,1603,74,Plaza Senayan JAKARTA,PARKED,1055
14,2025-03-01 20:10:00,-6.226532,106.794357,40,90.2,29076,1603.4,70,Plaza Senayan JAKARTA,MOVING,1055
14,2025-03-02 7:24:00,-6.204467,106.845076,62,89.4,29026,1600.6,91,JL Sudirman JAKARTA,MOVING,1058
14,2025-03-02 7:38:00,-6.196512,106.825459,58,89.7,29014,1600.3,95,Setiabudi JAKARTA,MOVING,1058
15,2025-03-02 9:25:00,-6.232014,106.7956,72,87.8,12026,801.7,85,Plaza Senayan JAKARTA,MOVING,1056
8,2025-03-02 9:40:00,-7.287922,112.729635,0,87,32068,1904.9,63,TP Surabaya SURABAYA,PARKED,1053
15,2025-03-02 10:59:00,-6.240009,106.799797,0,87.7,12026,801.8,83,Kebayoran Baru JAKARTA,PARKED,1056
14,2025-03-02 11:59:00,-6.241903,106.802509,0,89.2,29026,1600.8,89,Kebayoran Baru JAKARTA,PARKED,1058
14,2025-03-02 12:47:00,-6.226157,106.809438,72,90,29083,1603.7,67,Pacific Place JAKARTA,MOVING,1055
11,2025-03-02 14:53:00,-6.225918,106.795363,0,92.2,89034,4501.2,88,Plaza Senayan JAKARTA,PARKED,1057
8,2025-03-02 15:11:00,-7.293934,112.739265,74,86.6,32076,1905.1,60,Pakuwon Mall SURABAYA,MOVING,1053
14,2025-03-02 16:09:00,-6.246004,106.798429,0,89.9,29083,1603.8,66,Kebayoran Baru JAKARTA,PARKED,1055
14,2025-03-02 17:30:00,-6.190569,106.819246,0,89.7,29083,1604,64,Setiabudi JAKARTA,PARKED,1055
14,2025-03-02 17:56:00,-6.190199,106.825971,77,88.8,29039,1601.2,84,Setiabudi JAKARTA,MOVING,1058
11,2025-03-02 18:47:00,-6.209892,106.846371,67,92,89045,4501.4,84,JL Sudirman JAKARTA,MOVING,1057
11,2025-03-02 19:49:00,-6.194499,106.819954,0,91.8,89045,4501.6,82,Grand Indonesia JAKARTA,PARKED,1057
11,2025-03-02 20:15:00,-6.225844,106.799695,0,91.6,89045,4501.9,81,Plaza Senayan JAKARTA,PARKED,1057
14,2025-03-03 8:16:00,-6.220712,106.812969,0,88.6,29039,1601.6,80,Pacific Place JAKARTA,PARKED,1058
14,2025-03-03 8:23:00,-6.223467,106.812402,0,88.7,29039,1601.4,82,Pacific Place JAKARTA,PARKED,1058
11,2025-03-03 9:00:00,-6.1966,106.820712,0,91.3,89045,4502.1,77,Setiabudi JAKARTA,PARKED,1057
8,2025-03-03 9:04:00,-7.289691,112.737842,0,86.4,32076,1905.3,59,BG Junction SURABAYA,PARKED,1053
11,2025-03-03 9:51:00,-6.19108,106.82384,0,91.5,89045,4502,79,Plaza Indonesia JAKARTA,PARKED,1057
14,2025-03-03 10:44:00,-6.219854,106.807741,58,89.4,29092,1604.2,59,Pacific Place JAKARTA,MOVING,1055
8,2025-03-03 10:51:00,-7.244244,112.749403,0,86.3,32076,1905.5,58,Pasar Atom SURABAYA,PARKED,1053
14,2025-03-03 11:12:00,-6.195548,106.819499,53,89.1,29102,1604.6,57,Setiabudi JAKARTA,MOVING,1055
14,2025-03-03 11:37:00,-6.213143,106.847264,0,88.5,29039,1601.9,79,JL Sudirman JAKARTA,PARKED,1058
14,2025-03-03 15:21:00,-6.231646,106.825184,0,88.4,29039,1602,77,Kuningan City JAKARTA,PARKED,1058
15,2025-03-03 19:36:00,-6.196694,106.825796,0,90.7,12000,800.5,98,Plaza Indonesia JAKARTA,PARKED,1059
11,2025-03-03 19:41:00,-6.228978,106.797338,43,90.9,89057,4502.4,74,Plaza Senayan JAKARTA,MOVING,1057
15,2025-03-03 19:57:00,-6.198702,106.818544,0,90.9,12000,800.3,99,Grand Indonesia JAKARTA,PARKED,1059
15,2025-03-04 12:18:00,-6.223912,106.808099,0,90.5,12000,800.6,97,Pacific Place JAKARTA,PARKED,1059
2,2025-03-04 14:07:00,-6.222646,106.81324,66,87.4,25029,1850.5,94,Pacific Place JAKARTA,MOVING,1060
2,2025-03-04 14:59:00,-6.225607,106.80892,52,87.7,25015,1850.2,98,Pacific Place JAKARTA,MOVING,1060
11,2025-03-04 15:04:00,-6.230726,106.829641,0,90.8,89057,4502.6,72,Kuningan City JAKARTA,PARKED,1057
15,2025-03-04 16:12:00,-6.199131,106.824242,0,89.9,12014,801.1,91,Grand Indonesia JAKARTA,PARKED,1059
14,2025-03-04 16:18:00,-6.192991,106.822056,0,88.9,29102,1604.8,55,Plaza Indonesia JAKARTA,PARKED,1055
15,2025-03-04 16:24:00,-6.229434,106.822734,48,90.1,12014,800.9,92,Kuningan City JAKARTA,MOVING,1059
2,2025-03-04 18:19:00,-6.227837,106.812588,0,87,25029,1851,91,Pacific Place JAKARTA,PARKED,1060
